topic,idx,q,a,context,datatype,attitude,group
occupation,24671,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Just graduated from college and entered the electronics factory, the environment is okay, the salary is not high, it is not low, enough for a person to live, that is, some leaders are bad, especially bad, love to bully.",0,0,0,worker
occupation,24824,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Replace private ownership of the means of production with public ownership, wage labor with free labor, distribution according to capital with distribution according to work, and bourgeois democracy with proletarian democracy.",0,0,0,worker
occupation,25249,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"When my father was on a business trip to Germany, because their engineering team was small, he lived and worked with old workers in Germany",0,0,0,worker
occupation,27851,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?",It is well known that farmers in China are not farmers but peasants,0,1,2,The new generation of migrant workers/farmer/programmer
occupation,25513,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,An interesting question should be for students who have just learned a little bit about this aspect.,0,0,0,worker
occupation,28161,What should I do if I feel less emotional intelligence after becoming a programmer?,"Please, programmers have a lot of emotional intelligence, it's just whether they want to use it or not",1,0,0,programmer
occupation,26426,Why is everyone reluctant to study nursing?,"It's not that people don't want to learn nursing, it's that they don't want to do nursing!",0,1,3,Nursing careers
occupation,27526,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","This is called: the Son inherits the father's inheritance, and the salary is passed on!",0,0,0,The new generation of migrant workers
occupation,27584,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?",It means that our education system can still take care of the countryside and still be effective.,1,0,0,The new generation of migrant workers
occupation,25700,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"""Capital in the 21st Century"" Piketty in the book is to tell you that labor is neither honorable nor rich, for 300 years, what really gets rich is capital, the main points of this book are.",0,2,3,worker
occupation,25274,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"The rules and regulations are sound, the working procedures are rigorous, and the salary is reasonable",1,0,0,worker
occupation,24845,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Factories should not develop towards automation, or strengthen the care and treatment of front-line workers, many factories employ people ""do not treat people as people"", not to mention the post-90s",0,1,3,worker
occupation,28422,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Because the real purpose of our expression of these views is to deal with other people.,1,0,0,Occupational discrimination
occupation,25382,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"The salary is okay, and the salary is similar to that of other types of work, and the gap between the rich and the poor in European countries is very small, so what profession everyone engages in, the after-tax income is basically the same, and the more tax deductions are earned.",1,2,2,worker
occupation,28614,Does the people's talk about professional equality and no discrimination against profession contradict those parents who teach their children to study hard and not to sweep the streets?,"Careers should not be equal, studying itself is tiring, and not wanting to study hard and want to enjoy equal employment opportunities is itself unfair.",0,2,3,Occupational discrimination
occupation,25594,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Let me give you an example: in feudal society, peasants cultivate the landlord's land, and after harvesting, hand over a part of it to the landlord to pay rent, is this considered oppression?",0,2,3,worker
occupation,25872,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","There is no need to consider, things naturally have natural laws",1,0,0,Worker farmers
occupation,26127,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","First of all, we workers, peasants, are not inferior and undignified.",0,0,0,Worker farmers
occupation,27156,Why do some science students in my country look down on liberal arts students?,"Because many humanities and social sciences are explanatory disciplines, not empirical disciplines.",0,0,0,Arts and Sciences
occupation,26867,What if a nursing student doesn't want to be a nurse?,I am a nurse who switched to clinical practice and am currently working as a clinical coordinator.,1,0,0,Nursing careers
occupation,28657,Why do you dislike the profession of nurse in blind dates?,"The title nurse represents that they have to work hard every day to save lives, but it is not for you to dislike, just dislike and not find.",0,1,2,Occupational discrimination
occupation,26365,"Migrant workers have earned almost as much as workers, why is the quality of life, living conditions and life fate still much worse?","If nothing else, can you live alone in a foreign country better than at home?",0,0,0,Worker farmers
occupation,25929,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","This saying has been around for many years, what is the difference between a clerk in the lattice and a woman worker on a loom?",1,1,2,Worker farmers
occupation,27846,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","When the state defines programmers as a new generation of migrant workers, it's just nonsense!",0,2,2,The new generation of migrant workers/programmers
occupation,27211,Why do some science students in my country look down on liberal arts students?,"Chinese science students think that liberal arts students are uneducated, and the main reason why they look down on liberal arts students is that China's higher education comes from the foreign affairs movement, which is to enrich the country and strengthen the army and set up industry.",0,2,2,Arts and Sciences
occupation,25636,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Why not eat minced meat. If you are really irreplaceable, if you change jobs, there will be large companies that are reluctant to hire you with high salaries?",0,0,0,worker
occupation,26192,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",I need to answer this question.,1,0,0,Worker farmers
occupation,28502,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Professional equality promotes the equality of value generated by individuals under the same productivity.,1,0,0,Occupational discrimination
occupation,26330,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?",The silly crying initiative gave me the feeling that I could do it.,0,0,0,Worker farmers
occupation,27395,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","No account, no house, high cost of living, capital-driven Internet industry has become rich in the past few years for many IT practitioners, halo + wealth flaunted in all directions, both a weather vane",0,1,3,The new generation of migrant workers
occupation,26859,What if a nursing student doesn't want to be a nurse?,"Turn around early, civil servants are a good choice",0,0,0,Nursing careers
occupation,27330,Why do some science students in my country look down on liberal arts students?,"The way of thinking of liberal arts and science is different, and both sides of the liberal arts and sciences do not have the same background of understanding of science and liberal arts, and they cannot deeply understand each other's things.",1,2,2,Arts and Sciences
occupation,28481,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","We are not advocating professional equality and opposing social Darwin, nor is it to advocate that everyone is allowed to eat and die.",0,2,2,Occupational discrimination
occupation,26634,Is it really a good development to study nursing as a boy?,"There are fewer boys in nursing than girls, and boys have great strength, and they are more tired of work in the future, and boys are relatively more popular, and many boys work in intensive care units.",0,1,2,Nursing careers
occupation,28467,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","Double standard. Above the self, everyone is equal",1,2,2,Occupational discrimination
occupation,27819,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?",Where is the state defined? I can't find it!,0,0,0,The new generation of migrant workers
occupation,28113,What should I do if I feel less emotional intelligence after becoming a programmer?,"Emotional intelligence (Quotient) usually refers to the emotional quotient, referred to as EQ, which mainly refers to the quality of people's emotions, will, tolerance to setbacks and so on.",0,0,0,programmer
occupation,24652,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","It doesn't matter, manufacturing will move to Southeast Asia, in fact this trend has already begun",0,0,0,worker
occupation,26747,What if a nursing student doesn't want to be a nurse?,"The profession of nurse is very tiring, and I am also a nurse.",0,1,3,Nursing careers
occupation,26494,Why is everyone reluctant to study nursing?,"I really didn't like it since I was a child, but my college entrance examination results were poor, I could only pick you from school, and finally obeyed the professional adjustment to learn nursing, and I originally thought that if I came, I would be safe.",0,1,3,Nursing careers
occupation,26457,Why is everyone reluctant to study nursing?,"During the internship: Patient: Huh, you guys got a junior college in the top three, right?",0,1,3,Nursing careers
occupation,26564,Why is everyone reluctant to study nursing?,"It's on the night shift, and after going to the hospital for an internship, I deeply feel that the ideal is very realistic, and it's good to go to a department with a better environment, otherwise",0,2,2,Nursing careers
occupation,28019,What should I do if I feel less emotional intelligence after becoming a programmer?,"Suddenly wanted to write a topic about the programming ape boyfriend, as the programming ape's girlfriend, I never agreed with the programming ape low emotional intelligence, to have to agree, girlfriend living habits do not remember.",0,1,2,programmer
occupation,25379,Why would a German factory worker be willing to work in the same factory all his life until retirement?,Staying in a company for a long time without leaving is nothing more than finding a job and not improving the quality of life,1,2,3,worker
occupation,28283,What happens to programmers after five years of work?,"I am a biochemical ring material industry transfer, although I have not reached the fifth year, but I think it is so fragrant, you don't know countless students in schools that are much better than your code farmers",0,0,0,programmer
occupation,26933,What if a nursing student doesn't want to be a nurse?,"You can understand the positions in clinical trials, in recent years, domestic clinical is still relatively hot, nurses have clinical experience, and it is easier to transfer jobs",0,0,0,Nursing careers
occupation,27242,Why do some science students in my country look down on liberal arts students?,No one saw the essence of the problem.,0,0,0,Arts and Sciences
occupation,28021,What should I do if I feel less emotional intelligence after becoming a programmer?,"First of all, what is a programmer?",0,0,0,programmer
occupation,26869,What if a nursing student doesn't want to be a nurse?,"After taking a study for rehabilitation, I found that the nursing is quite fragrant",1,2,1,Nursing careers
occupation,25102,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","Your worker grandpa is here! Team leader, I can see my performance this month.",0,0,0,worker
occupation,25407,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Often brushed in Douyin, a factory can introduce automation equipment can replace how many people and other short videos, which makes people very speechless, the introduction of automation equipment is not to improve work efficiency.",1,0,0,worker
occupation,27582,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?",I think it's good to call migrant workers.,0,1,2,The new generation of migrant workers
occupation,27646,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","This group of people refers to food delivery, open Didi such personnel.",1,2,3,The new generation of migrant workers
occupation,24920,"In the past, factories used to call workers workers, but now some people call workers factory dogs. What caused the status of workers to plummet?","They used to be called programmers, now they are called programming apes; They used to be called bachelors, now they are called single dogs—there is no doubt about the total number of ""house slaves"" in China.",1,1,3,worker
occupation,25285,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"I remember saying that the cities with the highest GDP in Germany look similar to the cities with the lowest, and even the one with the low DGP looks a little better than the one with the high one.",0,0,0,worker
occupation,27129,Why do some science students in my country look down on liberal arts students?,"First ask if it is or not. For this question, I interviewed eight science students, ranging from one to top 2",0,0,0,Arts and Sciences
occupation,26356,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?",Workers and peasants are collectively referred to as laborers.,0,1,2,Worker farmers
occupation,26101,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",What else would you want? Do you still want the Union of Workers and Peasants to exercise the rights of the masters of the state in the Constitution?,0,2,3,Worker farmers
occupation,25747,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?",Those who are full of silkworms are not silkworm keepers,1,0,0,Worker farmers
occupation,25480,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Looking at the problem from another angle, the following is an excerpt from The Third Wave: When the second wave began to sweep through the society of the first wave, families felt the pressure of change.",0,0,0,worker
occupation,28466,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Professional equality is the expectation and professional inequality is a reality.,0,2,2,Occupational discrimination
occupation,26833,What if a nursing student doesn't want to be a nurse?,"Go to plastic surgery hospitals and postpartum recovery centers, and the salary is high and not tired.",0,0,0,Nursing careers
occupation,25744,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","No, if nothing else, this is a word that doesn't mean the right thing, right?",0,0,0,Worker farmers
occupation,25212,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"First of all, you have to look at when the workers in German factories start to enter the factory",0,1,2,worker
occupation,28287,What happens to programmers after five years of work?,"After graduating with a master's degree in July 15, from the first year of 10 to 80+ before tax this year, the feeling is: very busy, no time for myself, still single after thirty, no time to fall in love.",0,0,0,programmer
occupation,26630,Is it really a good development to study nursing as a boy?,"The family is poor and schooled, and it is okay to find some salary for a good job, even if you find a partner, if you can't look at you because you are a nurse, it will definitely not look down on you because your family is poor.",0,2,3,Nursing careers
occupation,27829,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","First of all, take a closer look at that article, and it does not define programmers as the new generation of migrant workers, but some of the new generation of migrant workers are programmers.",0,0,0,The new generation of migrant workers/programmers
occupation,26214,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","Tired and making little money, disliked by good and bad work, disdained by good food and lazy, despised by eye masters, and laughed at by uselessness.",1,1,3,Worker farmers
occupation,26704,What if a nursing student doesn't want to be a nurse?,I think it is quite reliable to be a health teacher in a public institution.,1,2,3,Nursing careers
occupation,26479,Why is everyone reluctant to study nursing?,"Why not? You can find out after a while in the clinic, I have been interning for four months now, and there are almost no classmates around me who want to be nurses, and they were looking forward to it at first.",0,0,0,Nursing careers
occupation,28207,"My boyfriend is a programmer, what should I do if my emotional intelligence is low? I really don't mean a black programmer... ?","As a programmer, I work with code all day and have a serious lack of time to communicate with people.",0,1,2,programmer
occupation,27466,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?","At one time, the migrant workers we thought of may be mainly construction workers, restaurant waiters, cleaners, security guards: nowadays, he may be a flight attendant, he may be a code farmer who graduated from 985.",0,1,2,The new generation of migrant workers
occupation,25366,Why would a German factory worker be willing to work in the same factory all his life until retirement?,An engineer from a wholly-owned subsidiary of Hanse Mordor.,0,0,0,worker
occupation,27774,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","First ask if it is, then ask why, most programmers' Chinese reading comprehension skills are not so poor.",0,1,3,The new generation of migrant workers/programmers
occupation,26856,What if a nursing student doesn't want to be a nurse?,"I graduated from the Department of Nursing, and the reason I don't want to be a nurse is that I don't want to stay up late for exams",0,1,2,Nursing careers
occupation,27334,Why do some science students in my country look down on liberal arts students?,"Not surprisingly, I still look down on science students.",0,2,3,Arts and Sciences
occupation,26460,Why is everyone reluctant to study nursing?,"My psychological quality is not very good, and I was scared by the bad doctor-patient relationship during my internship!",0,0,0,Nursing careers
occupation,27495,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?",The peasant workers really have land and belong to the propertied class.,0,1,2,The new generation of migrant workers/workers
occupation,25388,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Distinction is clear, people's mechanics are called people.",1,2,3,worker
occupation,27727,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","It's just a beautiful ridicule, boring people's lust, don't take it seriously.",0,0,0,The new generation of migrant workers
occupation,28376,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?","Propaganda is propaganda, and whether to believe it or not is another matter.",0,0,0,Occupational discrimination
occupation,25632,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"The premise of voluntariness is that people have choices, such as being able to choose between A and B, and only if A and B are completely different.",1,1,2,worker
occupation,25933,"Is the title ""migrant worker"" and ""new generation of migrant workers"" discriminatory?","There is no discrimination, we just hope that one day the hukou restrictions can be lifted and true equality for all will be achieved.",0,0,0,Worker farmers
occupation,27424,"In 2020, the monitoring report of the new generation of migrant workers in Beijing was released, which showed that the proportion of people engaged in information software has increased significantly, what does it mean?",It's not really a matter of identity.,0,0,0,The new generation of migrant workers
occupation,28171,Are programmers or people in the computer industry generally less sociable?,Are you a programmer or someone in the computer industry?,0,0,0,programmer
occupation,26039,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",Because there are no armed forces and militias.,0,0,0,Worker farmers
occupation,26392,"What are the 211,985 nursing graduates doing? Is the work not much different from that of secondary school students?","The work done is the same when I first arrive at the hospital, and there are other students who are better than specialist students, so it is very quick to be promoted to the nursing department.",0,1,2,Nursing careers
occupation,28172,Are programmers or people in the computer industry generally less sociable?,"Having been working with computers for many years, I feel that I no longer can talk to people, or communicate with people through my mouth, such as face-to-face conversations and telephone conversations.",0,0,0,programmer
occupation,26503,Why is everyone reluctant to study nursing?,"An internal medicine ward: Hey! Waiter, pour me the urine.",1,2,3,Nursing careers
occupation,27306,Why do some science students in my country look down on liberal arts students?,"In fact, to be honest, today's liberal arts is not a simple memorization to get a high score, as a high school mathematics teacher I know deeply, the competition for liberal arts students is particularly fierce.",0,0,0,Arts and Sciences
occupation,25442,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,It was clear that the Jews voluntarily inhaled the poison gas into their lungs.,0,0,0,worker
occupation,27679,"I have a question why the state defines the new generation of programmers as migrant workers, rather than high-end or scientific and technological talents, does this mean that the threshold for programmers is low?","I have seen this news for a long time, and today I turned it over.",0,0,0,The new generation of migrant workers
occupation,26158,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","Many people analyze from the aspects of history, culture, income, etc.",1,0,0,Worker farmers
occupation,27972,What should I do if I feel less emotional intelligence after becoming a programmer?,Emotional intelligence is nothing more than that people with high IQ invented to comfort people with low IQ,0,0,0,programmer
occupation,26352,"The NPC deputies suggested advocating that the media not use language such as ""migrant workers"", is the term ""migrant workers"" discriminatory?","To be honest, some of the opinions of the NPC deputies give me the impression that they are rushing KPIs and making up some strange words for the sake of heat.",1,0,0,Worker farmers
occupation,25159,Why would a German factory worker be willing to work in the same factory all his life until retirement?,Worked in a manufacturing company.,0,0,0,worker
occupation,25470,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"You don't have a field, shop, property, and you starve to death without working, so can you count it as voluntary when you enter the factory?",1,2,2,worker
occupation,26026,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","When you can't afford it, you will be appeased by giving you status and glory.",1,1,2,Worker farmers
occupation,26911,What if a nursing student doesn't want to be a nurse?,I just don't want to be a nurse who can't sleep every day.,0,1,3,Nursing careers
occupation,28492,"Why do we always advocate professional equality and oppose social Darwin, while encouraging children to study hard and get a good job?",Good work ≠ make more money. Good work = greater contribution to society.,0,0,0,Occupational discrimination
occupation,27340,Why do some science students in my country look down on liberal arts students?,"The truth is that in more than half of the non-key high schools, more than half of the liberal arts students choose liberal arts because of poor science results!",0,2,3,Arts and Sciences
occupation,25326,Why would a German factory worker be willing to work in the same factory all his life until retirement?,"Against the first praise, the one included in the Zhihu Daily newspaper is not correct.",0,0,0,worker
occupation,26216,"Why have ""workers"" and ""peasants"" become synonymous with indecency?",Because the workers and peasants no longer have qiang poles in their hands.,1,1,2,Worker farmers
occupation,27178,Why do some science students in my country look down on liberal arts students?,"The problem of self-quality. The so-called ""look down"" behavior is incorrect.",1,2,2,Arts and Sciences
occupation,24790,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Seeing that someone said earlier that the factory laid off a large number of employees, the profit was better",1,1,3,worker
occupation,26229,"Why have ""workers"" and ""peasants"" become synonymous with indecency?","The poorer the more glorious, only how many years, you will spurn this slogan.",1,1,3,Worker farmers
occupation,25517,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,The USSR told you: factories can not be opened by capitalists.,0,0,0,worker
occupation,25490,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"it's clear that you voluntarily went to the factory to work, and I volunteered to be the boss of the factory.",1,1,3,worker
occupation,28200,"Some programmers have been working for a long time, why is emotional intelligence getting lower and lower?","The topic is toxic, don't be like this. It's hard, but don't just learn technology.",0,0,0,programmer
occupation,24601,"After the nineties, they are not willing to enter the factory as a worker, how should the factory develop in the future?","Looking at the rabbits scattered in all directions, the farmer was distressed: the rabbits after the 90s did not want to stay in the rabbit farm, how can rabbit meat processing develop?",1,1,3,worker
occupation,25456,Why do you say that the capitalists oppress the workers when it is clear that the workers voluntarily go to the factory?,"Oh, my God! I don't know how old you are, but I have three speculations.",0,0,0,worker
